Instance;method;variance level;Samples;replications;seed;deterministic cost;mean cost;sigma;ci95 lower;ci95 upper;mean recourse cost;reliability;mean failures;p95;cvar95;min cost;max cost;vehicle capacity;solution file
P-n40-k5;SAA;0.05;50;10000;11001;464.501030;464.517118;0.741715;464.502581;464.531656;0.016089;0.999500;0.000500;464.501030;464.517118;464.501030;500.722570;140.000000;results\P-n40-k5_11001_SAA_0.05_50_solution.txt
P-n40-k5;SAA;0.05;20;10000;11001;464.501030;464.523547;0.774269;464.508372;464.538723;0.022518;0.999100;0.000900;464.501030;464.523547;464.501030;494.030676;140.000000;results\P-n40-k5_11001_SAA_0.05_solution.txt
P-n40-k5;SAA;0.25;10;10000;11001;473.474772;477.504075;12.248979;477.263995;477.744155;4.029303;0.899900;0.100800;515.522364;515.694844;473.474772;545.052010;140.000000;results\P-n40-k5_11001_SAA_0.25_10_solution.txt
P-n40-k5;SAA;0.25;50;10000;11001;478.432490;479.450334;5.854949;479.335577;479.565091;1.017845;0.968000;0.032600;478.432490;479.450334;478.432490;548.764353;140.000000;results\P-n40-k5_11001_SAA_0.25_50_solution.txt
P-n40-k5;SAA;0.25;20;10000;11001;467.259805;471.705540;12.496953;471.460600;471.950480;4.445735;0.879600;0.125200;508.877109;511.700403;467.259805;556.722747;140.000000;results\P-n40-k5_11001_SAA_0.25_solution.txt
P-n40-k5;SAA;0.75;50;10000;11001;513.820573;515.155984;7.575278;515.007509;515.304459;1.335411;0.967000;0.033200;513.820573;515.155984;513.820573;595.563206;140.000000;results\P-n40-k5_11001_SAA_0.75_50_solution.txt
P-n40-k5;SAA;0.75;20;10000;11001;496.105767;499.814001;10.048096;499.617059;500.010944;3.708234;0.872000;0.134300;525.635414;530.731139;496.105767;567.252718;140.000000;results\P-n40-k5_11001_SAA_0.75_solution.txt
P-n40-k5;SE;0.05;;10000;11001;464.501030;464.512841;0.590475;464.501268;464.524415;0.011812;0.999600;0.000400;464.501030;464.512841;464.501030;494.030676;140.000000;results\P-n40-k5_11001_SE_0.05_solution.txt
P-n40-k5;SE;0.25;;10000;11001;464.501030;467.347923;8.504982;467.181225;467.514621;2.846893;0.895300;0.107500;494.030676;495.070689;464.501030;516.834184;140.000000;results\P-n40-k5_11001_SE_0.25_solution.txt
P-n40-k5;SE;0.75;;10000;11001;464.501030;474.916503;15.504666;474.612612;475.220395;10.415474;0.632900;0.422700;508.546461;516.173561;464.501030;551.647980;140.000000;results\P-n40-k5_11001_SE_0.75_solution.txt
P-n76-k4;SAA;0.05;10;10000;1001;604.191625;605.669187;3.665922;605.597335;605.741039;1.477561;0.832700;0.174900;616.357150;617.664204;604.191625;632.282347;350.000000;results\P-n76-k4_1001_SAA_0.05_10_solution.txt
P-n76-k4;SAA;0.05;20;10000;1001;608.943824;609.722634;3.730125;609.649524;609.795745;0.778810;0.955800;0.044800;608.943824;609.722634;608.943824;645.594766;350.000000;results\P-n76-k4_1001_SAA_0.05_20_solution.txt
P-n76-k4;SAA;0.05;50;10000;1001;652.636126;652.636126;0.000000;652.636126;652.636126;0.000000;1.000000;0.000000;652.636126;652.636126;652.636126;652.636126;350.000000;results\P-n76-k4_1001_SAA_0.05_50_solution.txt
P-n76-k4;SAA;0.25;10;10000;1001;611.470453;616.817912;9.727886;616.627245;617.008578;5.347459;0.726400;0.295500;633.561175;636.196340;611.470453;662.468954;350.000000;results\P-n76-k4_1001_SAA_0.25_10_solution.txt
P-n76-k4;SAA;0.25;20;10000;1001;618.594286;619.121630;2.915965;619.064477;619.178783;0.527344;0.965700;0.034400;618.594286;619.121630;618.594286;653.714726;350.000000;results\P-n76-k4_1001_SAA_0.25_20_solution.txt
P-n76-k4;SAA;0.25;50;10000;1001;623.380188;623.498988;0.835875;623.482605;623.515371;0.118800;0.980200;0.019800;623.380188;623.498988;623.380188;629.380188;350.000000;results\P-n76-k4_1001_SAA_0.25_50_solution.txt
P-n76-k4;SAA;0.75;10;10000;1001;619.638124;620.109156;3.133389;620.047741;620.170570;0.471032;0.977700;0.022300;619.638124;620.109156;619.638124;651.260901;350.000000;results\P-n76-k4_1001_SAA_0.75_10_solution.txt
P-n76-k4;SAA;0.75;20;10000;1001;625.131008;625.564534;2.502935;625.515477;625.613592;0.433526;0.968400;0.032100;625.131008;625.564534;625.131008;660.739995;350.000000;results\P-n76-k4_1001_SAA_0.75_20_solution.txt
P-n76-k4;SAA;0.75;50;10000;1001;625.776994;625.917001;1.469829;625.888192;625.945809;0.140007;0.990600;0.009400;625.776994;625.917001;625.776994;654.061265;350.000000;results\P-n76-k4_1001_SAA_0.75_50_solution.txt
P-n76-k4;SE;0.05;;10000;1001;605.211678;607.365532;4.648023;607.274431;607.456633;2.153854;0.736100;0.271800;611.211678;613.373307;605.211678;633.302400;350.000000;results\P-n76-k4_1001_SE_0.05_solution.txt
P-n76-k4;SE;0.25;;10000;1001;605.211678;615.360005;12.464209;615.115706;615.604303;10.148327;0.421300;0.750700;638.072730;648.058637;605.211678;670.044654;350.000000;results\P-n76-k4_1001_SE_0.25_solution.txt
P-n76-k4;SE;0.75;;10000;1001;619.565286;620.624359;4.696199;620.532314;620.716405;1.059073;0.942300;0.059000;631.730811;637.920104;619.565286;666.640017;350.000000;results\P-n76-k4_1001_SE_0.75_solution.txt
P-n76-k5;SAA;0.05;10;10000;1001;638.457619;640.194175;6.700585;640.062844;640.325507;1.736557;0.936100;0.064200;666.741890;666.868221;638.457619;689.102570;280.000000;results\P-n76-k5_1001_SAA_0.05_10_solution.txt
P-n76-k5;SAA;0.05;20;10000;1001;642.959118;644.414296;6.121386;644.294317;644.534275;1.455178;0.943400;0.057000;653.729447;668.668980;642.959118;682.013719;280.000000;results\P-n76-k5_1001_SAA_0.05_20_solution.txt
P-n76-k5;SAA;0.05;50;10000;1001;687.297512;688.110671;6.567250;687.981953;688.239390;0.813160;0.984900;0.015100;687.297512;688.110671;687.297512;741.149160;280.000000;results\P-n76-k5_1001_SAA_0.05_50_solution.txt
P-n76-k5;SAA;0.25;10;10000;1001;657.269792;658.206166;5.654965;658.095329;658.317004;0.936375;0.966500;0.034000;657.269792;658.206166;657.269792;730.275423;280.000000;results\P-n76-k5_1001_SAA_0.25_10_solution.txt
P-n76-k5;SAA;0.25;20;10000;1001;659.293684;660.144711;4.831703;660.050010;660.239413;0.851027;0.969800;0.030200;659.293684;660.144711;659.293684;704.636820;280.000000;results\P-n76-k5_1001_SAA_0.25_20_solution.txt
P-n76-k5;SAA;0.25;50;10000;1001;755.642733;756.308333;5.515812;756.200223;756.416443;0.665600;0.983400;0.016800;755.642733;756.308333;755.642733;827.642733;280.000000;results\P-n76-k5_1001_SAA_0.25_50_solution.txt
P-n76-k5;SAA;0.75;10;10000;1001;659.485191;661.496602;8.613991;661.327768;661.665436;2.011411;0.937000;0.064000;671.650716;698.088210;659.485191;738.778956;280.000000;results\P-n76-k5_1001_SAA_0.75_10_solution.txt
P-n76-k5;SAA;0.75;20;10000;1001;659.018735;662.841260;9.839718;662.648402;663.034119;3.822525;0.864000;0.140700;687.303006;688.628172;659.018735;727.303006;280.000000;results\P-n76-k5_1001_SAA_0.75_20_solution.txt
P-n76-k5;SAA;0.75;50;10000;1001;679.847523;681.317871;5.438232;681.211282;681.424460;1.470348;0.929500;0.071200;699.847523;701.026978;679.847523;728.131795;280.000000;results\P-n76-k5_1001_SAA_0.75_50_solution.txt
P-n76-k5;SE;0.05;;10000;1001;633.487821;648.392519;11.680542;648.163580;648.621458;14.904698;0.297100;0.905100;665.653346;665.895457;633.487821;679.795482;280.000000;results\P-n76-k5_1001_SE_0.05_solution.txt
P-n76-k5;SE;0.25;;10000;1001;633.487821;653.244916;14.731065;652.956187;653.533645;19.757095;0.218400;1.186600;679.795482;684.948138;633.487821;729.720679;280.000000;results\P-n76-k5_1001_SE_0.25_solution.txt
P-n76-k5;SE;0.75;;10000;1001;659.433749;660.176125;4.338251;660.091095;660.261155;0.742376;0.968800;0.031600;659.433749;660.176125;659.433749;716.002291;280.000000;results\P-n76-k5_1001_SE_0.75_solution.txt
